id,value,count
TEST_38048,"[[0, 4980]]",1
TEST_38049,"[[2260, 3670]]",1
TEST_38050,"[[2150, 5010]]",1
TEST_38051,"[[0, 4980]]",1
TEST_38052,[],0
TEST_38053,"[[0, 4980]]",1
TEST_38054,"[[0, 1820]]",1
TEST_38055,[],0
TEST_38056,"[[0, 4990]]",1
TEST_38057,"[[1550, 4990]]",1
TEST_38058,"[[300, 1600], [1880, 2840]]",2
TEST_38059,"[[0, 4990]]",1
TEST_38060,"[[0, 4070], [4430, 5010]]",2
TEST_38061,"[[0, 5000]]",1
TEST_38062,"[[0, 4980]]",1
TEST_38063,"[[0, 4980]]",1
TEST_38064,"[[0, 4980]]",1
TEST_38065,"[[0, 4980]]",1
TEST_38066,"[[0, 370]]",1
TEST_38067,"[[0, 4980]]",1
TEST_38068,"[[90, 4990]]",1
TEST_38069,"[[830, 1360], [1760, 2990], [3910, 5010]]",3
TEST_38070,"[[0, 4980]]",1
TEST_38071,"[[0, 4980]]",1
TEST_38072,"[[0, 4980]]",1
TEST_38073,[],0
TEST_38074,"[[270, 4990]]",1
TEST_38075,"[[0, 4980]]",1
TEST_38076,"[[0, 560], [840, 4980]]",2
TEST_38077,[],0
TEST_38078,[],0
TEST_38079,[],0
TEST_38080,"[[0, 2300]]",1
TEST_38081,"[[0, 4980]]",1
TEST_38082,"[[120, 4980]]",1
TEST_38083,"[[2400, 3700]]",1
TEST_38084,"[[950, 2810]]",1
TEST_38085,"[[0, 4990]]",1
TEST_38086,"[[970, 1550], [1860, 2410]]",2
TEST_38087,"[[1790, 3630]]",1
TEST_38088,"[[100, 4980]]",1
TEST_38089,"[[0, 4990]]",1
TEST_38090,"[[960, 3620]]",1
TEST_38091,"[[40, 1200]]",1
TEST_38092,"[[0, 4980]]",1
TEST_38093,"[[900, 4990]]",1
TEST_38094,"[[560, 3560]]",1
TEST_38095,"[[0, 4990]]",1
TEST_38096,"[[0, 4980]]",1
TEST_38097,"[[390, 2590]]",1
TEST_38098,[],0
TEST_38099,"[[1910, 4980]]",1
TEST_38100,"[[40, 4980]]",1
TEST_38101,"[[0, 4250]]",1
TEST_38102,[],0
TEST_38103,"[[0, 4980]]",1
TEST_38104,"[[0, 4980]]",1
TEST_38105,"[[0, 4980]]",1
TEST_38106,"[[700, 4120]]",1
TEST_38107,"[[1150, 4140]]",1
TEST_38108,"[[0, 4980]]",1
TEST_38109,"[[0, 4980]]",1
TEST_38110,"[[1050, 3910]]",1
TEST_38111,"[[160, 4380]]",1
TEST_38112,[],0
TEST_38113,"[[0, 1870], [2150, 4980]]",2
TEST_38114,"[[0, 4980]]",1
TEST_38115,"[[0, 1120], [1400, 4980]]",2
TEST_38116,"[[760, 1790], [2090, 2640], [2960, 3860]]",3
TEST_38117,"[[0, 4980]]",1
TEST_38118,"[[0, 4980]]",1
TEST_38119,"[[0, 4990]]",1
TEST_38120,"[[0, 5010]]",1
TEST_38121,"[[0, 4980]]",1
TEST_38122,[],0
TEST_38123,[],0
TEST_38124,"[[190, 4990]]",1
TEST_38125,"[[900, 3810]]",1
TEST_38126,"[[0, 4980]]",1
TEST_38127,"[[0, 4980]]",1
TEST_38128,"[[0, 750], [1520, 4990]]",2
TEST_38129,"[[0, 3790], [4070, 5000]]",2
TEST_38130,"[[3130, 5000]]",1
TEST_38131,"[[1770, 2990]]",1
TEST_38132,"[[290, 3480]]",1
TEST_38133,"[[110, 4980]]",1
TEST_38134,"[[270, 2540], [4580, 5000]]",2
TEST_38135,"[[0, 5000]]",1
TEST_38136,"[[0, 4980]]",1
TEST_38137,"[[0, 5000]]",1
TEST_38138,"[[2390, 2960]]",1
TEST_38139,"[[0, 4980]]",1
TEST_38140,"[[0, 4980]]",1
TEST_38141,"[[0, 4980]]",1
TEST_38142,[],0
TEST_38143,"[[0, 1980], [2260, 4980]]",2
TEST_38144,"[[180, 5000]]",1
TEST_38145,"[[0, 480], [1380, 1990]]",2
TEST_38146,"[[0, 2580]]",1
TEST_38147,"[[1710, 4990]]",1
TEST_38148,"[[0, 4980]]",1
TEST_38149,"[[110, 950], [3820, 4980]]",2
TEST_38150,"[[0, 4980]]",1
TEST_38151,"[[350, 3090]]",1
TEST_38152,"[[0, 4980]]",1
TEST_38153,"[[0, 4990]]",1
TEST_38154,"[[190, 5010]]",1
TEST_38155,"[[0, 640], [1430, 3560]]",2
TEST_38156,"[[0, 5000]]",1
TEST_38157,"[[0, 4990]]",1
TEST_38158,"[[2220, 3780]]",1
TEST_38159,[],0
TEST_38160,"[[0, 4980]]",1
TEST_38161,"[[760, 1330]]",1
TEST_38162,[],0
TEST_38163,"[[210, 930], [1210, 3410]]",2
TEST_38164,[],0
TEST_38165,"[[0, 4980]]",1
TEST_38166,[],0
TEST_38167,"[[0, 4980]]",1
TEST_38168,"[[0, 4980]]",1
TEST_38169,"[[0, 4980]]",1
TEST_38170,"[[0, 4980]]",1
TEST_38171,"[[0, 540]]",1
TEST_38172,"[[110, 3230]]",1
TEST_38173,"[[0, 4980]]",1
TEST_38174,"[[0, 1190], [3190, 4080], [4400, 4980]]",3
TEST_38175,"[[30, 1390], [2830, 4980]]",2
TEST_38176,"[[0, 4980]]",1
TEST_38177,"[[440, 5010]]",1
TEST_38178,"[[250, 1160], [1650, 4980]]",2
TEST_38179,"[[3210, 3850]]",1
TEST_38180,[],0
TEST_38181,[],0
TEST_38182,"[[0, 4980]]",1
TEST_38183,"[[0, 4990]]",1
TEST_38184,[],0
TEST_38185,"[[0, 4980]]",1
TEST_38186,"[[0, 880], [2190, 4980]]",2
TEST_38187,"[[2580, 4990]]",1
TEST_38188,"[[520, 1310], [1620, 3700]]",2
TEST_38189,[],0
TEST_38190,"[[0, 4980]]",1
TEST_38191,"[[710, 3760]]",1
TEST_38192,"[[0, 4980]]",1
TEST_38193,"[[2980, 4310]]",1
TEST_38194,[],0
TEST_38195,"[[0, 5010]]",1
TEST_38196,"[[0, 5010]]",1
TEST_38197,"[[0, 4980]]",1
TEST_38198,"[[0, 2190], [2470, 4980]]",2
TEST_38199,[],0
TEST_38200,"[[0, 4980]]",1
TEST_38201,"[[70, 5000]]",1
TEST_38202,"[[1060, 3880]]",1
TEST_38203,"[[490, 3330]]",1
TEST_38204,"[[0, 4980]]",1
TEST_38205,"[[0, 4980]]",1
TEST_38206,"[[0, 810], [1240, 4980]]",2
TEST_38207,"[[0, 1740], [2480, 4980]]",2
TEST_38208,"[[0, 4980]]",1
TEST_38209,"[[0, 4980]]",1
TEST_38210,"[[640, 4980]]",1
TEST_38211,"[[0, 5010]]",1
TEST_38212,"[[0, 5000]]",1
TEST_38213,"[[990, 4990]]",1
TEST_38214,"[[0, 600], [2630, 3310]]",2
TEST_38215,"[[0, 4980]]",1
TEST_38216,"[[2600, 4990]]",1
TEST_38217,[],0
TEST_38218,"[[0, 4980]]",1
TEST_38219,"[[0, 3530], [3810, 4990]]",2
TEST_38220,"[[0, 5010]]",1
TEST_38221,"[[0, 5010]]",1
TEST_38222,"[[2210, 4000]]",1
TEST_38223,"[[750, 3940]]",1
TEST_38224,"[[100, 4980]]",1
TEST_38225,"[[0, 4980]]",1
TEST_38226,"[[0, 4980]]",1
TEST_38227,"[[0, 4980]]",1
TEST_38228,"[[0, 2650], [2930, 3820]]",2
TEST_38229,"[[1580, 4980]]",1
TEST_38230,"[[0, 3960]]",1
TEST_38231,"[[0, 2920], [3200, 5000]]",2
TEST_38232,"[[1960, 2780]]",1
TEST_38233,"[[1360, 4980]]",1
TEST_38234,"[[850, 2820]]",1
TEST_38235,"[[0, 5010]]",1
TEST_38236,"[[0, 4990]]",1
TEST_38237,"[[0, 4980]]",1
TEST_38238,[],0
TEST_38239,"[[0, 4980]]",1
TEST_38240,"[[1810, 4180]]",1
TEST_38241,"[[0, 4980]]",1
TEST_38242,"[[0, 3520]]",1
TEST_38243,"[[0, 4980]]",1
TEST_38244,"[[1000, 3510]]",1
TEST_38245,"[[0, 4980]]",1
TEST_38246,[],0
TEST_38247,"[[90, 4990]]",1
TEST_38248,"[[90, 2050], [2330, 4980]]",2
TEST_38249,"[[0, 750], [1310, 3570], [3850, 4980]]",3
TEST_38250,"[[1910, 4130]]",1
TEST_38251,"[[0, 4980]]",1
TEST_38252,[],0
TEST_38253,"[[0, 4980]]",1
TEST_38254,[],0
TEST_38255,"[[0, 5010]]",1
TEST_38256,"[[0, 5000]]",1
TEST_38257,"[[0, 4980]]",1
TEST_38258,"[[1630, 3740]]",1
TEST_38259,"[[2570, 4460]]",1
TEST_38260,"[[1550, 3070]]",1
TEST_38261,[],0
TEST_38262,"[[0, 4990]]",1
TEST_38263,"[[380, 4980]]",1
TEST_38264,"[[0, 4980]]",1
TEST_38265,"[[1250, 4400]]",1
TEST_38266,"[[0, 4980]]",1
TEST_38267,"[[0, 4980]]",1
TEST_38268,"[[0, 5000]]",1
TEST_38269,"[[1800, 2450], [2830, 3400], [3680, 4980]]",3
TEST_38270,[],0
TEST_38271,"[[0, 4070]]",1
TEST_38272,"[[1290, 4220]]",1
TEST_38273,"[[1810, 3300]]",1
TEST_38274,"[[750, 2760]]",1
TEST_38275,[],0
TEST_38276,"[[0, 4980]]",1
TEST_38277,"[[0, 2390], [2670, 4980]]",2
TEST_38278,"[[0, 5000]]",1
TEST_38279,"[[570, 4130]]",1
TEST_38280,"[[0, 4990]]",1
TEST_38281,"[[0, 1320], [1600, 4980]]",2
TEST_38282,"[[2280, 4980]]",1
TEST_38283,"[[0, 680], [1140, 4980]]",2
TEST_38284,"[[0, 4980]]",1
TEST_38285,"[[430, 4420]]",1
TEST_38286,"[[0, 4980]]",1
TEST_38287,"[[0, 4990]]",1
TEST_38288,"[[0, 2990]]",1
TEST_38289,"[[0, 4980]]",1
TEST_38290,"[[0, 2430]]",1
TEST_38291,[],0
TEST_38292,"[[0, 4990]]",1
TEST_38293,[],0
TEST_38294,"[[0, 4980]]",1
TEST_38295,"[[0, 2730]]",1
TEST_38296,"[[0, 480], [1590, 5010]]",2
TEST_38297,[],0
TEST_38298,"[[0, 4980]]",1
TEST_38299,"[[600, 4990]]",1
TEST_38300,"[[910, 1540], [1820, 4190]]",2
TEST_38301,"[[0, 4980]]",1
TEST_38302,"[[1040, 1860], [3190, 4990]]",2
TEST_38303,"[[970, 3090]]",1
TEST_38304,"[[0, 4980]]",1
TEST_38305,"[[530, 2750]]",1
TEST_38306,"[[0, 4980]]",1
TEST_38307,"[[0, 4990]]",1
TEST_38308,"[[520, 1130], [2280, 3030]]",2
TEST_38309,"[[400, 4190]]",1
TEST_38310,"[[0, 4980]]",1
TEST_38311,"[[530, 3560]]",1
TEST_38312,"[[0, 5000]]",1
TEST_38313,"[[0, 4980]]",1
TEST_38314,[],0
TEST_38315,"[[0, 4980]]",1
TEST_38316,"[[0, 4990]]",1
TEST_38317,"[[1100, 4000]]",1
TEST_38318,"[[2690, 4990]]",1
TEST_38319,"[[0, 4980]]",1
TEST_38320,"[[0, 4980]]",1
TEST_38321,"[[0, 4980]]",1
TEST_38322,[],0
TEST_38323,"[[0, 4980]]",1
TEST_38324,"[[1440, 4980]]",1
TEST_38325,[],0
TEST_38326,"[[0, 4980]]",1
TEST_38327,"[[2410, 3050]]",1
TEST_38328,"[[0, 3880], [4160, 4980]]",2
TEST_38329,"[[600, 4990]]",1
TEST_38330,"[[0, 3970]]",1
TEST_38331,"[[0, 4980]]",1
TEST_38332,"[[0, 990], [1330, 2520], [3570, 4980]]",3
TEST_38333,"[[1450, 2980], [3260, 4980]]",2
TEST_38334,"[[0, 1890], [2170, 4980]]",2
TEST_38335,"[[0, 4980]]",1
TEST_38336,"[[0, 5010]]",1
TEST_38337,"[[470, 2980], [4440, 4980]]",2
TEST_38338,"[[400, 4980]]",1
TEST_38339,"[[0, 4980]]",1
TEST_38340,"[[50, 4980]]",1
TEST_38341,"[[0, 4980]]",1
TEST_38342,"[[590, 4390]]",1
TEST_38343,"[[600, 4980]]",1
TEST_38344,"[[0, 5000]]",1
TEST_38345,"[[230, 4980]]",1
TEST_38346,"[[0, 920], [1510, 2360], [3430, 4980]]",3
TEST_38347,[],0
TEST_38348,"[[0, 4980]]",1
TEST_38349,"[[820, 4200]]",1
TEST_38350,[],0
TEST_38351,"[[430, 2760]]",1
TEST_38352,"[[0, 4990]]",1
TEST_38353,"[[2750, 4980]]",1
TEST_38354,"[[240, 3520]]",1
TEST_38355,"[[0, 4980]]",1
TEST_38356,"[[2080, 3900]]",1
TEST_38357,"[[0, 4980]]",1
TEST_38358,"[[0, 4070]]",1
TEST_38359,"[[0, 5000]]",1
TEST_38360,[],0
TEST_38361,"[[2570, 4080]]",1
TEST_38362,"[[1760, 4190]]",1
TEST_38363,"[[0, 4990]]",1
TEST_38364,"[[3170, 4990]]",1
TEST_38365,"[[710, 2980]]",1
TEST_38366,"[[0, 4980]]",1
TEST_38367,"[[2020, 4030]]",1
TEST_38368,"[[0, 4980]]",1
TEST_38369,"[[0, 5010]]",1
TEST_38370,"[[50, 1160], [1520, 2150]]",2
TEST_38371,"[[0, 4990]]",1
TEST_38372,"[[0, 5000]]",1
TEST_38373,"[[0, 4980]]",1
TEST_38374,"[[820, 4440]]",1
TEST_38375,"[[0, 4980]]",1
TEST_38376,"[[0, 4980]]",1
TEST_38377,"[[240, 1820]]",1
TEST_38378,"[[0, 4990]]",1
TEST_38379,"[[2390, 4990]]",1
TEST_38380,"[[0, 4980]]",1
TEST_38381,"[[0, 4350]]",1
TEST_38382,"[[1250, 3260]]",1
TEST_38383,"[[0, 4980]]",1
TEST_38384,"[[0, 4980]]",1
TEST_38385,[],0
TEST_38386,"[[3130, 4980]]",1
TEST_38387,"[[0, 2450], [2730, 4980]]",2
TEST_38388,"[[0, 4980]]",1
TEST_38389,"[[2210, 3400]]",1
TEST_38390,"[[0, 5000]]",1
TEST_38391,[],0
TEST_38392,"[[0, 4980]]",1
TEST_38393,"[[180, 3800]]",1
TEST_38394,"[[0, 5000]]",1
TEST_38395,"[[2240, 5000]]",1
TEST_38396,[],0
TEST_38397,"[[0, 5010]]",1
TEST_38398,"[[290, 4090]]",1
TEST_38399,"[[0, 5010]]",1
TEST_38400,[],0
TEST_38401,"[[2530, 4980]]",1
TEST_38402,"[[0, 4980]]",1
TEST_38403,"[[3140, 4990]]",1
TEST_38404,"[[0, 5000]]",1
TEST_38405,"[[0, 1340], [1620, 3390], [3670, 5010]]",3
TEST_38406,"[[280, 3100]]",1
TEST_38407,"[[410, 4350]]",1
TEST_38408,"[[1690, 5010]]",1
TEST_38409,"[[0, 650]]",1
TEST_38410,"[[0, 4980]]",1
TEST_38411,[],0
TEST_38412,[],0
TEST_38413,"[[0, 5010]]",1
TEST_38414,"[[0, 4990]]",1
TEST_38415,"[[0, 4980]]",1
TEST_38416,"[[0, 5000]]",1
TEST_38417,"[[0, 4980]]",1
TEST_38418,"[[0, 4980]]",1
TEST_38419,"[[0, 4980]]",1
TEST_38420,"[[0, 4990]]",1
TEST_38421,"[[0, 4980]]",1
TEST_38422,[],0
TEST_38423,"[[210, 1080], [1360, 2100], [2410, 4980]]",3
TEST_38424,"[[380, 3180]]",1
TEST_38425,"[[0, 630], [970, 2780], [3640, 4980]]",3
TEST_38426,"[[30, 3570]]",1
TEST_38427,"[[1350, 2090]]",1
TEST_38428,"[[0, 4980]]",1
TEST_38429,"[[0, 5000]]",1
TEST_38430,"[[340, 2770]]",1
TEST_38431,"[[20, 3760], [4040, 4980]]",2
TEST_38432,"[[430, 2940], [3690, 5010]]",2
TEST_38433,[],0
TEST_38434,"[[0, 4990]]",1
TEST_38435,"[[340, 5010]]",1
TEST_38436,"[[0, 4980]]",1
TEST_38437,"[[0, 5010]]",1
TEST_38438,"[[1770, 4990]]",1
TEST_38439,"[[0, 4990]]",1
TEST_38440,"[[0, 4220]]",1
TEST_38441,"[[0, 5010]]",1
TEST_38442,[],0
TEST_38443,"[[1240, 4980]]",1
TEST_38444,"[[0, 4980]]",1
TEST_38445,"[[0, 5000]]",1
TEST_38446,"[[0, 5000]]",1
TEST_38447,"[[0, 4980]]",1
TEST_38448,"[[0, 5010]]",1
TEST_38449,"[[0, 4980]]",1
TEST_38450,"[[0, 4980]]",1
TEST_38451,"[[0, 4220]]",1
TEST_38452,"[[0, 1130], [1410, 3400], [3680, 4980]]",3
TEST_38453,[],0
TEST_38454,"[[0, 4990]]",1
TEST_38455,"[[70, 4980]]",1
TEST_38456,"[[1030, 5010]]",1
TEST_38457,"[[0, 5000]]",1
TEST_38458,[],0
TEST_38459,[],0
TEST_38460,"[[0, 5000]]",1
TEST_38461,"[[0, 5010]]",1
TEST_38462,"[[770, 5010]]",1
TEST_38463,"[[0, 4980]]",1
TEST_38464,"[[0, 2930], [3520, 4980]]",2
TEST_38465,"[[0, 4980]]",1
TEST_38466,[],0
TEST_38467,"[[0, 4980]]",1
TEST_38468,"[[0, 4980]]",1
TEST_38469,"[[0, 4980]]",1
TEST_38470,"[[0, 4980]]",1
TEST_38471,"[[0, 4980]]",1
TEST_38472,"[[0, 5000]]",1
TEST_38473,"[[0, 5000]]",1
TEST_38474,"[[0, 4980]]",1
TEST_38475,"[[0, 4990]]",1
TEST_38476,"[[0, 530]]",1
TEST_38477,"[[0, 4990]]",1
TEST_38478,[],0
TEST_38479,"[[0, 4980]]",1
TEST_38480,"[[1170, 3280]]",1
TEST_38481,"[[130, 4980]]",1
TEST_38482,"[[0, 5010]]",1
TEST_38483,"[[770, 3540]]",1
TEST_38484,"[[0, 4990]]",1
TEST_38485,[],0
TEST_38486,"[[2380, 5000]]",1
TEST_38487,"[[0, 4980]]",1
TEST_38488,"[[0, 4990]]",1
TEST_38489,[],0
TEST_38490,"[[0, 5010]]",1
TEST_38491,"[[0, 4980]]",1
TEST_38492,"[[170, 3610]]",1
TEST_38493,"[[270, 4990]]",1
TEST_38494,"[[2170, 4980]]",1
TEST_38495,"[[0, 4980]]",1
TEST_38496,"[[150, 5000]]",1
TEST_38497,"[[0, 330], [700, 4980]]",2
TEST_38498,"[[0, 4290]]",1
TEST_38499,"[[0, 4980]]",1
TEST_38500,"[[0, 4150], [4460, 4980]]",2
TEST_38501,"[[1230, 3800]]",1
TEST_38502,"[[0, 5000]]",1
TEST_38503,"[[0, 5010]]",1
TEST_38504,"[[0, 4980]]",1
TEST_38505,"[[0, 970], [1250, 5010]]",2
TEST_38506,"[[0, 4990]]",1
TEST_38507,"[[980, 4020]]",1
TEST_38508,"[[0, 4980]]",1
TEST_38509,[],0
TEST_38510,[],0
TEST_38511,"[[1270, 3380]]",1
TEST_38512,"[[0, 4980]]",1
TEST_38513,"[[0, 5000]]",1
TEST_38514,"[[0, 4980]]",1
TEST_38515,"[[0, 4990]]",1
TEST_38516,"[[90, 4320]]",1
TEST_38517,"[[1800, 4990]]",1
TEST_38518,"[[0, 4990]]",1
TEST_38519,[],0
TEST_38520,"[[0, 1020], [1420, 3360], [3640, 4980]]",3
TEST_38521,"[[0, 4990]]",1
TEST_38522,"[[0, 4980]]",1
TEST_38523,"[[0, 4980]]",1
TEST_38524,"[[0, 4980]]",1
TEST_38525,"[[0, 5010]]",1
TEST_38526,"[[100, 1660], [1940, 4150]]",2
TEST_38527,"[[0, 4980]]",1
TEST_38528,"[[370, 5010]]",1
TEST_38529,"[[0, 4980]]",1
TEST_38530,"[[0, 5000]]",1
TEST_38531,"[[0, 4980]]",1
TEST_38532,"[[0, 4980]]",1
TEST_38533,"[[0, 4980]]",1
TEST_38534,"[[0, 4980]]",1
TEST_38535,"[[0, 5010]]",1
TEST_38536,"[[0, 4980]]",1
TEST_38537,"[[0, 4990]]",1
TEST_38538,"[[0, 5000]]",1
TEST_38539,"[[0, 4980]]",1
TEST_38540,"[[1380, 4980]]",1
TEST_38541,"[[0, 4980]]",1
TEST_38542,[],0
TEST_38543,"[[0, 420], [720, 1350], [3610, 5000]]",3
TEST_38544,"[[20, 4350]]",1
TEST_38545,"[[0, 4980]]",1
TEST_38546,"[[0, 4980]]",1
TEST_38547,"[[0, 4980]]",1
TEST_38548,"[[0, 3520], [3810, 5000]]",2
TEST_38549,"[[0, 320], [600, 4980]]",2
TEST_38550,"[[0, 4990]]",1
TEST_38551,"[[0, 4980]]",1
TEST_38552,"[[0, 4990]]",1
TEST_38553,"[[0, 4990]]",1
TEST_38554,"[[0, 700], [1310, 4980]]",2
TEST_38555,"[[240, 4980]]",1
TEST_38556,"[[810, 4980]]",1
TEST_38557,"[[2300, 3830]]",1
TEST_38558,"[[0, 4990]]",1
TEST_38559,"[[1860, 4980]]",1
TEST_38560,"[[0, 2230], [2510, 4980]]",2
TEST_38561,"[[80, 4980]]",1
TEST_38562,"[[250, 3520], [4290, 4980]]",2
TEST_38563,"[[0, 4980]]",1
TEST_38564,"[[40, 3410], [3840, 4980]]",2
TEST_38565,"[[830, 3490]]",1
TEST_38566,"[[0, 4990]]",1
TEST_38567,"[[70, 5010]]",1
TEST_38568,"[[930, 3750]]",1
TEST_38569,"[[0, 5010]]",1
TEST_38570,[],0
TEST_38571,"[[0, 890]]",1
TEST_38572,[],0
TEST_38573,"[[0, 5010]]",1
TEST_38574,"[[140, 5010]]",1
TEST_38575,"[[0, 1070], [1380, 2250], [2700, 5000]]",3
TEST_38576,"[[2480, 4990]]",1
TEST_38577,"[[0, 4980]]",1
TEST_38578,"[[0, 4990]]",1
TEST_38579,"[[0, 4980]]",1
TEST_38580,"[[0, 4980]]",1
TEST_38581,"[[10, 4980]]",1
TEST_38582,"[[0, 3510]]",1
TEST_38583,"[[0, 5010]]",1
TEST_38584,"[[2070, 3230]]",1
TEST_38585,"[[0, 4980]]",1
TEST_38586,"[[1260, 2090], [3970, 4980]]",2
TEST_38587,"[[0, 5000]]",1
TEST_38588,"[[740, 4360]]",1
TEST_38589,"[[850, 2710]]",1
TEST_38590,"[[0, 4980]]",1
TEST_38591,"[[3240, 4980]]",1
TEST_38592,[],0
TEST_38593,[],0
TEST_38594,"[[1610, 2280]]",1
TEST_38595,[],0
TEST_38596,"[[0, 5010]]",1
TEST_38597,"[[0, 4980]]",1
TEST_38598,"[[0, 2380], [4070, 5000]]",2
TEST_38599,"[[0, 4980]]",1
TEST_38600,"[[1080, 4990]]",1
TEST_38601,"[[1790, 5000]]",1
TEST_38602,"[[0, 4980]]",1
TEST_38603,"[[0, 5000]]",1
TEST_38604,"[[0, 4990]]",1
TEST_38605,[],0
TEST_38606,"[[490, 1910], [2900, 5010]]",2
TEST_38607,"[[1720, 4980]]",1
TEST_38608,"[[70, 4980]]",1
TEST_38609,"[[200, 5010]]",1
TEST_38610,"[[170, 5000]]",1
TEST_38611,"[[0, 4990]]",1
TEST_38612,"[[0, 4980]]",1
TEST_38613,"[[1210, 2770]]",1
TEST_38614,"[[0, 5000]]",1
TEST_38615,"[[1160, 3860]]",1
TEST_38616,"[[0, 5010]]",1
TEST_38617,"[[0, 4980]]",1
TEST_38618,"[[0, 4980]]",1
TEST_38619,"[[1880, 4200]]",1
TEST_38620,[],0
TEST_38621,"[[0, 4980]]",1
TEST_38622,"[[1300, 4280]]",1
TEST_38623,"[[20, 4980]]",1
TEST_38624,"[[1910, 2910]]",1
TEST_38625,"[[0, 5000]]",1
TEST_38626,"[[3790, 4980]]",1
TEST_38627,"[[1400, 3500]]",1
TEST_38628,"[[0, 4980]]",1
TEST_38629,"[[0, 4980]]",1
TEST_38630,"[[300, 1610]]",1
TEST_38631,"[[0, 4980]]",1
TEST_38632,[],0
TEST_38633,"[[3120, 4990]]",1
TEST_38634,"[[1470, 3750]]",1
TEST_38635,[],0
TEST_38636,"[[0, 4990]]",1
TEST_38637,[],0
TEST_38638,"[[250, 4990]]",1
TEST_38639,[],0
TEST_38640,"[[0, 4980]]",1
TEST_38641,"[[0, 4980]]",1
TEST_38642,"[[0, 4980]]",1
TEST_38643,"[[510, 1200]]",1
TEST_38644,"[[1490, 4980]]",1
TEST_38645,"[[340, 4280]]",1
TEST_38646,"[[200, 3680]]",1
TEST_38647,[],0
TEST_38648,"[[0, 5000]]",1
TEST_38649,[],0
TEST_38650,"[[270, 4980]]",1
TEST_38651,"[[0, 5010]]",1
TEST_38652,"[[0, 4980]]",1
TEST_38653,"[[0, 4980]]",1
TEST_38654,"[[0, 5000]]",1
TEST_38655,"[[1430, 3910]]",1
TEST_38656,"[[2190, 4300]]",1
TEST_38657,"[[0, 5000]]",1
TEST_38658,"[[720, 3990]]",1
TEST_38659,"[[0, 4980]]",1
TEST_38660,"[[1420, 4390]]",1
TEST_38661,"[[0, 4980]]",1
TEST_38662,"[[0, 4980]]",1
TEST_38663,"[[0, 4980]]",1
TEST_38664,[],0
TEST_38665,"[[0, 4980]]",1
TEST_38666,[],0
TEST_38667,"[[0, 4980]]",1
TEST_38668,[],0
TEST_38669,[],0
TEST_38670,"[[0, 4980]]",1
TEST_38671,"[[0, 4980]]",1
TEST_38672,[],0
TEST_38673,"[[0, 4980]]",1
TEST_38674,"[[640, 3270]]",1
TEST_38675,"[[360, 4980]]",1
TEST_38676,"[[0, 5000]]",1
TEST_38677,"[[0, 5000]]",1
TEST_38678,"[[0, 4980]]",1
TEST_38679,"[[0, 4980]]",1
TEST_38680,"[[0, 5010]]",1
TEST_38681,"[[0, 4980]]",1
TEST_38682,"[[0, 4990]]",1
TEST_38683,"[[0, 4980]]",1
TEST_38684,"[[0, 1620]]",1
TEST_38685,"[[0, 3520], [3800, 4990]]",2
TEST_38686,"[[0, 5010]]",1
TEST_38687,"[[0, 2290], [2570, 4980]]",2
TEST_38688,"[[0, 4980]]",1
TEST_38689,"[[790, 5010]]",1
TEST_38690,"[[0, 1200], [1600, 4980]]",2
TEST_38691,"[[0, 4980]]",1
TEST_38692,"[[310, 4230]]",1
TEST_38693,"[[0, 4980]]",1
TEST_38694,"[[0, 4980]]",1
TEST_38695,"[[0, 4980]]",1
TEST_38696,"[[0, 5000]]",1
TEST_38697,"[[0, 4990]]",1
TEST_38698,[],0
TEST_38699,"[[0, 5010]]",1
TEST_38700,"[[110, 770], [1820, 4980]]",2
TEST_38701,"[[0, 2800]]",1
TEST_38702,"[[0, 4980]]",1
TEST_38703,"[[0, 4980]]",1
TEST_38704,"[[0, 4980]]",1
TEST_38705,"[[190, 4980]]",1
TEST_38706,"[[550, 3860]]",1
TEST_38707,"[[0, 5000]]",1
TEST_38708,"[[170, 970]]",1
TEST_38709,"[[0, 1700], [1980, 4980]]",2
TEST_38710,[],0
TEST_38711,"[[840, 5010]]",1
TEST_38712,"[[290, 4980]]",1
TEST_38713,"[[10, 4990]]",1
TEST_38714,"[[0, 560], [2550, 3570], [3860, 4980]]",3
TEST_38715,"[[0, 4980]]",1
TEST_38716,"[[0, 1260], [1620, 4980]]",2
TEST_38717,[],0
TEST_38718,"[[0, 5000]]",1
TEST_38719,"[[920, 4990]]",1
TEST_38720,"[[0, 4990]]",1
TEST_38721,"[[70, 2250], [2760, 4980]]",2
TEST_38722,"[[90, 4990]]",1
TEST_38723,"[[1590, 3900]]",1
TEST_38724,[],0
TEST_38725,[],0
TEST_38726,"[[0, 4450]]",1
TEST_38727,"[[290, 2110], [2450, 3650]]",2
TEST_38728,"[[0, 4980]]",1
TEST_38729,"[[0, 4980]]",1
TEST_38730,"[[0, 4990]]",1
TEST_38731,"[[0, 5000]]",1
TEST_38732,"[[0, 4030]]",1
TEST_38733,"[[0, 4980]]",1
TEST_38734,"[[0, 4980]]",1
TEST_38735,"[[0, 4980]]",1
TEST_38736,"[[0, 5010]]",1
TEST_38737,"[[0, 4980]]",1
TEST_38738,"[[0, 4980]]",1
TEST_38739,"[[0, 4990]]",1
TEST_38740,"[[850, 1710], [1990, 4260]]",2
TEST_38741,"[[0, 5000]]",1
TEST_38742,"[[590, 4980]]",1
TEST_38743,"[[0, 4980]]",1
